Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases
792,50,Male,Scarf,Accessories,44,Summer,3.1,Yes,Yes,Yes,35,Fortnightly
793,34,Male,Sneakers,Footwear,45,Spring,4.2,Yes,Yes,Yes,45,Weekly
794,24,Male,Pants,Clothing,35,Summer,3.8,Yes,Yes,Yes,16,Monthly
795,69,Male,Backpack,Accessories,50,Winter,4.2,Yes,Yes,Yes,10,Fortnightly
796,39,Male,Sandals,Footwear,26,Summer,4.6,Yes,Yes,Yes,34,Annually
797,42,Male,Socks,Clothing,78,Fall,4,Yes,Yes,Yes,43,Annually
798,42,Male,Coat,Outerwear,82,Fall,4,Yes,Yes,Yes,38,Weekly
799,29,Male,Socks,Clothing,39,Spring,3.8,Yes,Yes,Yes,48,Every 3 Months
800,55,Male,Belt,Accessories,55,Summer,3.3,Yes,Yes,Yes,31,Annually
801,32,Male,Socks,Clothing,20,Summer,2.6,Yes,Yes,Yes,20,Every 3 Months
802,25,Male,Belt,Accessories,29,Fall,4.9,Yes,Yes,Yes,12,Fortnightly
803,38,Male,Pants,Clothing,41,Winter,3.5,Yes,Yes,Yes,2,Weekly
804,32,Male,Shorts,Clothing,38,Winter,2.8,Yes,Yes,Yes,30,Every 3 Months
805,43,Male,Boots,Footwear,47,Summer,2.6,Yes,Yes,Yes,28,Quarterly
806,41,Male,Dress,Clothing,30,Summer,3.7,Yes,Yes,Yes,40,Monthly
807,56,Male,Jeans,Clothing,56,Summer,2.7,Yes,Yes,Yes,46,Quarterly
808,27,Male,T-shirt,Clothing,89,Winter,3.3,Yes,Yes,Yes,15,Weekly
809,46,Male,Shoes,Footwear,96,Fall,4.6,Yes,Yes,Yes,38,Every 3 Months
810,48,Male,Boots,Footwear,81,Fall,4.9,Yes,Yes,Yes,30,Bi-Weekly
811,52,Male,Scarf,Accessories,83,Fall,4.9,Yes,Yes,Yes,32,Bi-Weekly
812,18,Male,Sneakers,Footwear,35,Winter,2.7,Yes,Yes,Yes,36,Quarterly
813,64,Male,Boots,Footwear,56,Summer,3.2,Yes,Yes,Yes,32,Weekly
814,54,Male,Handbag,Accessories,45,Summer,2.9,Yes,Yes,Yes,14,Annually
815,31,Male,Shirt,Clothing,62,Winter,3.8,Yes,Yes,Yes,8,Monthly
816,30,Male,Hat,Accessories,84,Spring,3,Yes,Yes,Yes,27,Bi-Weekly
817,26,Male,Sweater,Clothing,24,Summer,3.9,Yes,Yes,Yes,24,Monthly
818,25,Male,Handbag,Accessories,21,Spring,4.7,Yes,Yes,Yes,30,Fortnightly
819,59,Male,Shirt,Clothing,91,Winter,4.9,Yes,Yes,Yes,34,Monthly
820,55,Male,Sunglasses,Accessories,36,Winter,4.8,Yes,Yes,Yes,28,Quarterly
821,56,Male,Sneakers,Footwear,39,Spring,2.5,Yes,Yes,Yes,27,Monthly
822,62,Male,Hoodie,Clothing,39,Spring,3.9,Yes,Yes,Yes,31,Bi-Weekly
823,35,Male,Shirt,Clothing,59,Winter,3.4,Yes,Yes,Yes,23,Annually
824,51,Male,Sunglasses,Accessories,27,Winter,2.5,Yes,Yes,Yes,11,Quarterly
825,61,Male,Blouse,Clothing,94,Spring,3,Yes,Yes,Yes,48,Quarterly
826,27,Male,Belt,Accessories,94,Fall,3.6,Yes,Yes,Yes,17,Monthly
827,54,Male,Dress,Clothing,94,Winter,3.6,Yes,Yes,Yes,36,Weekly
828,31,Male,Shoes,Footwear,51,Fall,4.1,Yes,Yes,Yes,33,Fortnightly
829,24,Male,Socks,Clothing,62,Fall,3.7,Yes,Yes,Yes,27,Bi-Weekly
830,42,Male,Socks,Clothing,57,Spring,3.1,Yes,Yes,Yes,14,Fortnightly
831,41,Male,Shorts,Clothing,76,Fall,4.2,Yes,Yes,Yes,5,Annually
832,66,Male,Gloves,Accessories,63,Summer,4.3,Yes,Yes,Yes,47,Every 3 Months
833,58,Male,Jacket,Outerwear,80,Fall,2.5,Yes,Yes,Yes,28,Bi-Weekly
834,43,Male,Handbag,Accessories,68,Fall,3.5,Yes,Yes,Yes,11,Annually
835,52,Male,Backpack,Accessories,89,Summer,3.1,Yes,Yes,Yes,18,Weekly
836,35,Male,Boots,Footwear,26,Summer,2.5,Yes,Yes,Yes,21,Weekly
837,23,Male,Gloves,Accessories,90,Winter,3.9,Yes,Yes,Yes,22,Bi-Weekly
838,25,Male,Hoodie,Clothing,28,Spring,4.9,Yes,Yes,Yes,33,Every 3 Months
839,33,Male,Coat,Outerwear,29,Spring,4.3,Yes,Yes,Yes,49,Annually
840,48,Male,Shirt,Clothing,31,Spring,2.6,Yes,Yes,Yes,10,Every 3 Months
841,42,Male,Shirt,Clothing,24,Summer,4.2,Yes,Yes,Yes,18,Weekly
842,55,Male,Sweater,Clothing,88,Summer,2.6,Yes,Yes,Yes,28,Fortnightly
843,59,Male,Shirt,Clothing,87,Spring,3.6,Yes,Yes,Yes,25,Weekly
844,65,Male,Hoodie,Clothing,80,Summer,3.2,Yes,Yes,Yes,6,Weekly
845,59,Male,Sandals,Footwear,48,Winter,4.4,Yes,Yes,Yes,44,Bi-Weekly
846,31,Male,Belt,Accessories,21,Winter,3.7,Yes,Yes,Yes,30,Monthly
847,49,Male,Boots,Footwear,72,Spring,3.7,Yes,Yes,Yes,42,Quarterly
848,53,Male,Hoodie,Clothing,44,Fall,4.1,Yes,Yes,Yes,30,Monthly
849,48,Male,Sandals,Footwear,73,Fall,3.6,Yes,Yes,Yes,33,Bi-Weekly
850,23,Male,Jeans,Clothing,61,Spring,4.3,Yes,Yes,Yes,24,Quarterly
851,68,Male,Shoes,Footwear,20,Winter,2.6,Yes,Yes,Yes,13,Monthly
852,35,Male,Sandals,Footwear,86,Summer,2.9,Yes,Yes,Yes,19,Monthly
853,34,Male,Dress,Clothing,60,Spring,4.2,Yes,Yes,Yes,23,Every 3 Months
854,62,Male,Hat,Accessories,43,Winter,4,Yes,Yes,Yes,35,Monthly
855,21,Male,Pants,Clothing,44,Spring,4.3,Yes,Yes,Yes,22,Monthly
856,70,Male,Socks,Clothing,76,Spring,3,Yes,Yes,Yes,14,Quarterly
857,55,Male,Shirt,Clothing,33,Summer,3.5,Yes,Yes,Yes,47,Fortnightly
858,43,Male,Shorts,Clothing,60,Fall,3,Yes,Yes,Yes,50,Every 3 Months
859,19,Male,Jacket,Outerwear,26,Fall,3.1,Yes,Yes,Yes,33,Weekly
860,47,Male,Hoodie,Clothing,73,Winter,4,Yes,Yes,Yes,7,Monthly
861,26,Male,Shoes,Footwear,87,Spring,4.1,Yes,Yes,Yes,3,Monthly
862,46,Male,Skirt,Clothing,100,Spring,3.3,Yes,Yes,Yes,35,Every 3 Months
863,19,Male,Coat,Outerwear,84,Winter,4.9,Yes,Yes,Yes,13,Fortnightly
864,49,Male,Sneakers,Footwear,41,Summer,3.9,Yes,Yes,Yes,42,Fortnightly
865,51,Male,Jeans,Clothing,59,Winter,3.9,Yes,Yes,Yes,5,Annually
866,64,Male,Blouse,Clothing,26,Winter,4.8,Yes,Yes,Yes,23,Annually
867,67,Male,Sunglasses,Accessories,69,Summer,2.7,Yes,Yes,Yes,11,Bi-Weekly
868,37,Male,Jacket,Outerwear,20,Spring,3.1,Yes,Yes,Yes,23,Fortnightly
869,40,Male,Dress,Clothing,83,Summer,3.2,Yes,Yes,Yes,2,Every 3 Months
870,38,Male,Hat,Accessories,54,Spring,2.7,Yes,Yes,Yes,33,Weekly
871,66,Male,Hoodie,Clothing,66,Fall,2.5,Yes,Yes,Yes,6,Bi-Weekly
872,47,Male,Handbag,Accessories,42,Spring,2.6,Yes,Yes,Yes,45,Quarterly
873,56,Male,Jeans,Clothing,33,Spring,2.9,Yes,Yes,Yes,25,Quarterly
874,51,Male,Boots,Footwear,77,Summer,4.2,Yes,Yes,Yes,24,Quarterly
875,25,Male,Jacket,Outerwear,65,Fall,4.4,Yes,Yes,Yes,10,Every 3 Months
876,37,Male,Sandals,Footwear,39,Summer,4.1,Yes,Yes,Yes,7,Every 3 Months
877,41,Male,Belt,Accessories,51,Summer,3.8,Yes,Yes,Yes,1,Weekly
878,64,Male,Handbag,Accessories,65,Winter,4.9,Yes,Yes,Yes,45,Every 3 Months
879,23,Male,Sunglasses,Accessories,89,Summer,4.9,Yes,Yes,Yes,37,Weekly
880,62,Male,Skirt,Clothing,76,Spring,4.1,Yes,Yes,Yes,14,Quarterly
881,39,Male,Backpack,Accessories,75,Spring,3.1,Yes,Yes,Yes,25,Monthly
882,52,Male,Sandals,Footwear,61,Summer,2.7,Yes,Yes,Yes,18,Annually
883,50,Male,Boots,Footwear,35,Fall,3.8,Yes,Yes,Yes,37,Every 3 Months
884,28,Male,Sneakers,Footwear,37,Fall,4.3,Yes,Yes,Yes,30,Monthly
885,67,Male,Skirt,Clothing,91,Winter,4.1,Yes,Yes,Yes,34,Weekly
886,41,Male,Dress,Clothing,99,Fall,4.4,Yes,Yes,Yes,49,Every 3 Months
887,19,Male,Shorts,Clothing,54,Summer,3.6,Yes,Yes,Yes,48,Monthly
888,70,Male,Handbag,Accessories,47,Winter,3.3,Yes,Yes,Yes,33,Fortnightly
889,49,Male,Scarf,Accessories,77,Spring,3.6,Yes,Yes,Yes,44,Annually
890,59,Male,Belt,Accessories,84,Fall,2.8,Yes,Yes,Yes,50,Weekly
891,52,Male,Gloves,Accessories,51,Spring,4.3,Yes,Yes,Yes,47,Monthly
892,20,Male,Skirt,Clothing,26,Summer,3.9,Yes,Yes,Yes,24,Every 3 Months
893,31,Male,Shorts,Clothing,64,Summer,2.7,Yes,Yes,Yes,43,Monthly
894,33,Male,Backpack,Accessories,51,Spring,4.7,Yes,Yes,Yes,14,Monthly
895,44,Male,Hoodie,Clothing,60,Spring,3.8,Yes,Yes,Yes,3,Quarterly
896,40,Male,Hat,Accessories,69,Spring,4.7,Yes,Yes,Yes,33,Quarterly
897,69,Male,Jewelry,Accessories,29,Spring,4.7,Yes,Yes,Yes,38,Fortnightly
898,29,Male,Shirt,Clothing,91,Spring,3.4,Yes,Yes,Yes,46,Weekly
899,54,Male,Belt,Accessories,70,Spring,3.5,Yes,Yes,Yes,19,Every 3 Months
900,65,Male,Sweater,Clothing,58,Summer,4,Yes,Yes,Yes,20,Annually
901,54,Male,Hat,Accessories,98,Fall,3.3,Yes,Yes,Yes,42,Quarterly
902,60,Male,Scarf,Accessories,68,Summer,4.7,Yes,Yes,Yes,34,Monthly
903,43,Male,Hat,Accessories,44,Summer,2.8,Yes,Yes,Yes,5,Monthly
904,44,Male,Jacket,Outerwear,45,Winter,3.3,Yes,Yes,Yes,3,Quarterly
905,69,Male,T-shirt,Clothing,99,Spring,2.9,Yes,Yes,Yes,46,Every 3 Months
906,46,Male,Dress,Clothing,68,Spring,2.8,Yes,Yes,Yes,16,Annually
907,41,Male,Pants,Clothing,56,Spring,4.2,Yes,Yes,Yes,21,Bi-Weekly
908,32,Male,Sweater,Clothing,43,Winter,4.4,Yes,Yes,Yes,34,Bi-Weekly
909,26,Male,Sunglasses,Accessories,99,Winter,3.6,Yes,Yes,Yes,9,Every 3 Months
910,61,Male,Belt,Accessories,56,Fall,2.7,Yes,Yes,Yes,36,Weekly
911,49,Male,Hoodie,Clothing,25,Spring,3.4,Yes,Yes,Yes,22,Monthly
912,53,Male,Pants,Clothing,74,Winter,2.8,Yes,Yes,Yes,2,Quarterly
913,24,Male,Hoodie,Clothing,56,Winter,3.4,Yes,Yes,Yes,32,Monthly
914,37,Male,Sneakers,Footwear,47,Fall,2.6,Yes,Yes,Yes,29,Every 3 Months
915,43,Male,Dress,Clothing,67,Summer,4.1,Yes,Yes,Yes,27,Every 3 Months
916,31,Male,Dress,Clothing,22,Winter,2.9,Yes,Yes,Yes,33,Fortnightly
917,49,Male,Jeans,Clothing,34,Spring,2.7,Yes,Yes,Yes,16,Monthly
918,69,Male,Sweater,Clothing,64,Spring,3.7,Yes,Yes,Yes,11,Quarterly
919,65,Male,Shorts,Clothing,42,Spring,4.3,Yes,Yes,Yes,11,Fortnightly
920,41,Male,Shirt,Clothing,82,Winter,2.6,Yes,Yes,Yes,17,Bi-Weekly
921,37,Male,Belt,Accessories,81,Summer,4.3,Yes,Yes,Yes,37,Weekly
922,70,Male,Coat,Outerwear,24,Summer,4.1,Yes,Yes,Yes,18,Weekly
923,63,Male,Sneakers,Footwear,60,Fall,4.2,Yes,Yes,Yes,13,Monthly
924,55,Male,Shirt,Clothing,24,Spring,4.2,Yes,Yes,Yes,7,Weekly
925,52,Male,Socks,Clothing,78,Winter,3.1,Yes,Yes,Yes,37,Quarterly
926,22,Male,Jeans,Clothing,88,Winter,4.9,Yes,Yes,Yes,8,Monthly
927,54,Male,Jeans,Clothing,63,Spring,4.4,Yes,Yes,Yes,11,Bi-Weekly
928,28,Male,Sneakers,Footwear,78,Summer,4.4,Yes,Yes,Yes,8,Bi-Weekly
929,67,Male,Dress,Clothing,37,Winter,3.4,Yes,Yes,Yes,31,Every 3 Months
930,59,Male,Boots,Footwear,94,Fall,4.5,Yes,Yes,Yes,26,Fortnightly
931,26,Male,T-shirt,Clothing,78,Fall,4.5,Yes,Yes,Yes,20,Bi-Weekly
932,24,Male,Coat,Outerwear,36,Winter,4.1,Yes,Yes,Yes,24,Fortnightly
933,62,Male,Skirt,Clothing,24,Winter,3.2,Yes,Yes,Yes,45,Bi-Weekly
934,70,Male,Sneakers,Footwear,84,Spring,2.7,Yes,Yes,Yes,33,Monthly
935,45,Male,Jeans,Clothing,47,Spring,3.7,Yes,Yes,Yes,21,Monthly
936,58,Male,Hoodie,Clothing,51,Fall,2.6,Yes,Yes,Yes,2,Fortnightly
937,31,Male,Shoes,Footwear,84,Summer,2.7,Yes,Yes,Yes,28,Weekly
938,32,Male,Shorts,Clothing,24,Summer,2.7,Yes,Yes,Yes,18,Quarterly
939,36,Male,Blouse,Clothing,97,Fall,4.8,Yes,Yes,Yes,21,Fortnightly
940,25,Male,T-shirt,Clothing,89,Winter,4.8,Yes,Yes,Yes,24,Monthly
941,48,Male,Belt,Accessories,44,Spring,2.6,Yes,Yes,Yes,15,Every 3 Months
942,39,Male,Handbag,Accessories,35,Winter,4.5,Yes,Yes,Yes,38,Every 3 Months
943,26,Male,Dress,Clothing,91,Winter,3.2,Yes,Yes,Yes,38,Bi-Weekly
944,32,Male,Hat,Accessories,63,Winter,3.8,Yes,Yes,Yes,13,Fortnightly
945,54,Male,Belt,Accessories,97,Spring,4.8,Yes,Yes,Yes,39,Bi-Weekly
946,38,Male,Boots,Footwear,38,Summer,4.1,Yes,Yes,Yes,8,Every 3 Months
947,46,Male,Coat,Outerwear,24,Spring,2.8,Yes,Yes,Yes,4,Quarterly
948,57,Male,Blouse,Clothing,32,Winter,3.9,Yes,Yes,Yes,6,Every 3 Months
949,49,Male,Hat,Accessories,90,Summer,4.9,Yes,Yes,Yes,11,Every 3 Months
950,33,Male,Jeans,Clothing,36,Summer,3.4,Yes,Yes,Yes,49,Monthly
951,54,Male,Backpack,Accessories,37,Winter,4.1,Yes,Yes,Yes,30,Quarterly
952,47,Male,Dress,Clothing,51,Summer,2.9,Yes,Yes,Yes,34,Monthly
953,36,Male,Hat,Accessories,71,Fall,3.1,Yes,Yes,Yes,28,Monthly
954,68,Male,Sunglasses,Accessories,50,Spring,3.6,Yes,Yes,Yes,36,Quarterly
955,60,Male,Hat,Accessories,74,Fall,3.5,Yes,Yes,Yes,18,Every 3 Months
956,55,Male,Dress,Clothing,75,Summer,3.4,Yes,Yes,Yes,4,Monthly
957,29,Male,Shirt,Clothing,99,Spring,2.9,Yes,Yes,Yes,42,Quarterly
958,38,Male,Scarf,Accessories,23,Spring,4.7,Yes,Yes,Yes,11,Quarterly
959,70,Male,Sneakers,Footwear,53,Winter,4.4,Yes,Yes,Yes,31,Bi-Weekly
960,36,Male,Skirt,Clothing,99,Spring,2.6,Yes,Yes,Yes,12,Fortnightly
961,18,Male,Jewelry,Accessories,48,Spring,4.4,Yes,Yes,Yes,20,Quarterly
962,62,Male,Boots,Footwear,72,Fall,3.7,Yes,Yes,Yes,37,Quarterly
963,29,Male,Sunglasses,Accessories,64,Spring,4.4,Yes,Yes,Yes,26,Fortnightly
964,21,Male,Boots,Footwear,63,Spring,2.5,Yes,Yes,Yes,14,Weekly
965,42,Male,Sandals,Footwear,51,Spring,2.6,Yes,Yes,Yes,12,Bi-Weekly
966,43,Male,Boots,Footwear,55,Spring,5,Yes,Yes,Yes,10,Annually
967,58,Male,Dress,Clothing,55,Spring,4.9,Yes,Yes,Yes,19,Annually
968,27,Male,Hoodie,Clothing,26,Summer,3.7,Yes,Yes,Yes,4,Weekly
969,57,Male,Shorts,Clothing,67,Summer,3.1,Yes,Yes,Yes,48,Quarterly
970,40,Male,Coat,Outerwear,31,Fall,3.2,Yes,Yes,Yes,37,Monthly
971,45,Male,Jeans,Clothing,66,Winter,4.4,Yes,Yes,Yes,4,Monthly
972,47,Male,Sunglasses,Accessories,67,Summer,4.3,Yes,Yes,Yes,15,Weekly
973,61,Male,Sneakers,Footwear,61,Winter,3,Yes,Yes,Yes,33,Weekly
974,60,Male,Jacket,Outerwear,75,Fall,3.5,Yes,Yes,Yes,30,Quarterly
975,69,Male,Skirt,Clothing,90,Spring,3.6,Yes,Yes,Yes,23,Monthly
976,58,Male,Sweater,Clothing,40,Summer,3.8,Yes,Yes,Yes,2,Weekly
977,34,Male,T-shirt,Clothing,90,Fall,3.6,Yes,Yes,Yes,50,Every 3 Months
978,20,Male,Belt,Accessories,20,Spring,4.6,Yes,Yes,Yes,34,Bi-Weekly
979,56,Male,Gloves,Accessories,40,Summer,2.5,Yes,Yes,Yes,33,Weekly
980,64,Male,Hat,Accessories,33,Fall,3.5,Yes,Yes,Yes,34,Monthly
981,56,Male,Boots,Footwear,98,Spring,4,Yes,Yes,Yes,39,Every 3 Months
982,27,Male,Belt,Accessories,42,Spring,3.5,Yes,Yes,Yes,47,Quarterly
983,35,Male,Coat,Outerwear,62,Summer,3.2,Yes,Yes,Yes,37,Monthly
984,24,Male,Hat,Accessories,45,Winter,3.5,Yes,Yes,Yes,40,Bi-Weekly
985,26,Male,Shoes,Footwear,78,Summer,3.4,Yes,Yes,Yes,8,Bi-Weekly
986,32,Male,Handbag,Accessories,80,Fall,5,Yes,Yes,Yes,12,Annually
987,54,Male,Scarf,Accessories,96,Spring,4.5,Yes,Yes,Yes,36,Monthly
988,62,Male,Handbag,Accessories,47,Summer,2.8,Yes,Yes,Yes,48,Weekly
989,50,Male,Pants,Clothing,84,Winter,4.9,Yes,Yes,Yes,47,Fortnightly
990,70,Male,Shoes,Footwear,31,Spring,3.1,Yes,Yes,Yes,2,Monthly
991,48,Male,Sunglasses,Accessories,63,Spring,4.8,Yes,Yes,Yes,24,Weekly
992,20,Male,Shorts,Clothing,97,Spring,2.7,Yes,Yes,Yes,40,Bi-Weekly
993,46,Male,Jacket,Outerwear,99,Winter,4.6,Yes,Yes,Yes,50,Weekly
994,51,Male,Sandals,Footwear,90,Winter,4.4,Yes,Yes,Yes,25,Weekly
995,53,Male,Shoes,Footwear,68,Fall,3.2,Yes,Yes,Yes,20,Monthly
996,44,Male,Jewelry,Accessories,80,Spring,3,Yes,Yes,Yes,10,Weekly
997,29,Male,Sandals,Footwear,91,Summer,4.9,Yes,Yes,Yes,32,Quarterly
998,64,Male,Pants,Clothing,30,Spring,3.6,Yes,Yes,Yes,31,Fortnightly
999,51,Male,Shoes,Footwear,90,Spring,3.8,Yes,Yes,Yes,48,Bi-Weekly
1000,50,Male,Socks,Clothing,28,Spring,2.9,Yes,Yes,Yes,23,Monthly
1001,43,Male,Socks,Clothing,46,Winter,3.9,Yes,Yes,Yes,1,Bi-Weekly
1002,61,Male,Dress,Clothing,60,Fall,3.6,Yes,Yes,Yes,4,Fortnightly
1003,55,Male,Shoes,Footwear,59,Spring,3.5,Yes,Yes,Yes,3,Bi-Weekly
1004,56,Male,Hat,Accessories,68,Fall,4,Yes,Yes,Yes,3,Bi-Weekly
1005,33,Male,Backpack,Accessories,79,Summer,4.8,Yes,Yes,Yes,44,Annually
1006,43,Male,Backpack,Accessories,94,Winter,3.9,Yes,Yes,Yes,5,Bi-Weekly
1007,21,Male,Pants,Clothing,83,Summer,4.5,Yes,Yes,Yes,50,Quarterly
1008,58,Male,Gloves,Accessories,62,Spring,4.8,Yes,Yes,Yes,2,Annually
1009,41,Male,Scarf,Accessories,85,Spring,2.6,Yes,Yes,Yes,29,Annually
1010,39,Male,Hoodie,Clothing,30,Summer,3.1,Yes,Yes,Yes,11,Annually
1011,54,Male,Jeans,Clothing,24,Spring,4.7,Yes,Yes,Yes,37,Fortnightly
1012,43,Male,Backpack,Accessories,25,Spring,2.9,Yes,Yes,Yes,32,Fortnightly
1013,28,Male,Sandals,Footwear,37,Summer,3.8,Yes,Yes,Yes,27,Annually
1014,59,Male,Belt,Accessories,69,Summer,3.8,Yes,Yes,Yes,31,Bi-Weekly
1015,28,Male,Shoes,Footwear,97,Summer,3,Yes,Yes,Yes,36,Fortnightly
1016,68,Male,Gloves,Accessories,24,Summer,4.1,Yes,Yes,Yes,34,Weekly
1017,20,Male,Belt,Accessories,30,Summer,3.4,Yes,Yes,Yes,15,Every 3 Months
1018,21,Male,Jacket,Outerwear,53,Fall,2.5,Yes,Yes,Yes,14,Annually
1019,50,Male,Dress,Clothing,70,Spring,4.9,Yes,Yes,Yes,46,Weekly
1020,32,Male,Shirt,Clothing,76,Winter,2.8,Yes,Yes,Yes,33,Bi-Weekly
1021,24,Male,Scarf,Accessories,95,Fall,4.5,Yes,Yes,Yes,41,Annually
1022,55,Male,Coat,Outerwear,51,Winter,4.9,Yes,Yes,Yes,39,Weekly
1023,61,Male,Handbag,Accessories,41,Winter,4.9,Yes,Yes,Yes,7,Annually
1024,61,Male,Sunglasses,Accessories,71,Winter,3.5,Yes,Yes,Yes,29,Every 3 Months
1025,28,Male,T-shirt,Clothing,66,Summer,3.5,Yes,Yes,Yes,18,Quarterly
1026,60,Male,Shirt,Clothing,84,Winter,4.9,Yes,Yes,Yes,15,Annually
1027,49,Male,Handbag,Accessories,95,Winter,3,Yes,Yes,Yes,39,Bi-Weekly
1028,33,Male,Jewelry,Accessories,90,Summer,2.8,Yes,Yes,Yes,11,Monthly
1029,45,Male,Hoodie,Clothing,36,Summer,3.7,Yes,Yes,Yes,4,Fortnightly
1030,29,Male,Gloves,Accessories,22,Spring,3.6,Yes,Yes,Yes,33,Bi-Weekly
1031,58,Male,Coat,Outerwear,89,Winter,3.3,Yes,Yes,Yes,37,Quarterly
1032,22,Male,Sandals,Footwear,50,Spring,3.4,Yes,Yes,Yes,32,Quarterly
1033,55,Male,Boots,Footwear,36,Fall,4,Yes,Yes,Yes,44,Quarterly
1034,19,Male,Pants,Clothing,52,Spring,4.6,Yes,Yes,Yes,41,Quarterly
1035,68,Male,Socks,Clothing,29,Fall,4.2,Yes,Yes,Yes,44,Weekly
1036,61,Male,Blouse,Clothing,89,Fall,2.8,Yes,Yes,Yes,32,Annually
1037,68,Male,Handbag,Accessories,47,Fall,3.7,Yes,Yes,Yes,13,Monthly
1038,52,Male,Jewelry,Accessories,25,Spring,3.4,Yes,Yes,Yes,48,Quarterly
1039,41,Male,Pants,Clothing,74,Fall,3,Yes,Yes,Yes,3,Weekly
1040,29,Male,Belt,Accessories,46,Fall,4.8,Yes,Yes,Yes,39,Monthly
1041,68,Male,Jeans,Clothing,22,Fall,4,Yes,Yes,Yes,7,Fortnightly
1042,36,Male,Shirt,Clothing,25,Summer,4.9,Yes,Yes,Yes,11,Fortnightly
1043,55,Male,Belt,Accessories,80,Spring,4.9,Yes,Yes,Yes,47,Weekly
1044,28,Male,Jeans,Clothing,76,Spring,3.3,Yes,Yes,Yes,28,Fortnightly
1045,39,Male,Jeans,Clothing,30,Summer,4.4,Yes,Yes,Yes,17,Every 3 Months
1046,54,Male,Sweater,Clothing,79,Fall,3.5,Yes,Yes,Yes,11,Bi-Weekly
1047,40,Male,Sneakers,Footwear,22,Winter,4.2,Yes,Yes,Yes,12,Annually
1048,31,Male,Socks,Clothing,36,Fall,4.2,Yes,Yes,Yes,7,Fortnightly
1049,30,Male,Socks,Clothing,77,Fall,2.7,Yes,Yes,Yes,19,Fortnightly
1050,45,Male,Sunglasses,Accessories,33,Fall,2.8,Yes,Yes,Yes,24,Quarterly
1051,48,Male,Sneakers,Footwear,64,Winter,3.8,Yes,Yes,Yes,19,Monthly
1052,45,Male,Socks,Clothing,53,Fall,2.6,Yes,Yes,Yes,39,Annually
1053,60,Male,Shoes,Footwear,36,Fall,3,Yes,Yes,Yes,1,Fortnightly
1054,59,Male,Blouse,Clothing,70,Spring,3.3,No,Yes,Yes,10,Bi-Weekly
1055,18,Male,Shorts,Clothing,96,Winter,4.9,No,Yes,Yes,48,Quarterly
1056,70,Male,Jacket,Outerwear,27,Spring,3.3,No,Yes,Yes,24,Annually
1057,20,Male,Sweater,Clothing,64,Winter,2.9,No,Yes,Yes,42,Fortnightly
1058,65,Male,Jacket,Outerwear,23,Spring,4.4,No,Yes,Yes,20,Weekly
1059,29,Male,Scarf,Accessories,33,Summer,3.1,No,Yes,Yes,49,Every 3 Months
1060,22,Male,Jacket,Outerwear,34,Winter,2.5,No,Yes,Yes,25,Monthly
1061,27,Male,Sweater,Clothing,35,Summer,2.6,No,Yes,Yes,21,Every 3 Months
1062,36,Male,Coat,Outerwear,62,Summer,4.4,No,Yes,Yes,12,Every 3 Months
1063,59,Male,Boots,Footwear,75,Fall,2.6,No,Yes,Yes,21,Every 3 Months
1064,62,Male,Hoodie,Clothing,29,Summer,3.3,No,Yes,Yes,35,Monthly
1065,34,Male,Hat,Accessories,28,Spring,3.5,No,Yes,Yes,42,Every 3 Months
1066,59,Male,T-shirt,Clothing,20,Spring,4.1,No,Yes,Yes,3,Every 3 Months
1067,49,Male,Coat,Outerwear,96,Winter,4,No,Yes,Yes,11,Bi-Weekly
1068,18,Male,Dress,Clothing,43,Summer,2.7,No,Yes,Yes,22,Quarterly
1069,55,Male,Shirt,Clothing,94,Fall,2.5,No,Yes,Yes,47,Weekly
1070,38,Male,Skirt,Clothing,81,Fall,4.3,No,Yes,Yes,33,Every 3 Months
1071,50,Male,Jewelry,Accessories,75,Summer,3.3,No,Yes,Yes,50,Weekly
1072,61,Male,Hat,Accessories,81,Summer,2.6,No,Yes,Yes,46,Monthly
1073,48,Male,Shorts,Clothing,92,Fall,3.5,No,Yes,Yes,34,Fortnightly
1074,22,Male,Scarf,Accessories,96,Spring,4,No,Yes,Yes,33,Monthly
1075,48,Male,Jewelry,Accessories,71,Fall,2.6,No,Yes,Yes,45,Fortnightly
1076,57,Male,Sunglasses,Accessories,50,Summer,4.9,No,Yes,Yes,32,Bi-Weekly
1077,33,Male,Coat,Outerwear,72,Spring,2.9,No,Yes,Yes,47,Bi-Weekly
1078,58,Male,Jacket,Outerwear,28,Winter,3.7,No,Yes,Yes,5,Quarterly
1079,37,Male,Sweater,Clothing,59,Fall,4.4,No,Yes,Yes,49,Fortnightly
1080,18,Male,Coat,Outerwear,33,Summer,4.4,No,Yes,Yes,48,Monthly
1081,65,Male,Scarf,Accessories,59,Fall,3.8,No,Yes,Yes,22,Every 3 Months
1082,62,Male,Belt,Accessories,30,Spring,4.5,No,Yes,Yes,45,Annually
1083,54,Male,Hat,Accessories,85,Winter,2.6,No,Yes,Yes,30,Quarterly
1084,35,Male,Backpack,Accessories,97,Summer,3.3,No,Yes,Yes,43,Weekly
1085,34,Male,T-shirt,Clothing,36,Fall,4.1,No,Yes,Yes,48,Quarterly
1086,25,Male,Jewelry,Accessories,85,Winter,3,No,Yes,Yes,23,Fortnightly
